name,link,num_nodes,num_edges,services,goals
Fundbox: Simplifying Ways to Query and Analyze Data by Different Personas - Go Serverless!,https://www.youtube.com/watch?v=Qz8uXtDC1bY,14,17,"StepFunctions,Fargate,ThirdParty,ApiGateway,ECR,S3,Lambda,CloudWatch,SNS,UserCompanyDeveloper",compute_intensive
MailUp Group: Marketing Campaign Planning and Management Italian,https://www.youtube.com/watch?v=HwHVFWdczVw,9,9,"ElastiCache,DynamoDB,CloudFront,UserConsumerWebMobile,ALB,SQS,S3,ECS,RDS",interactive
New Relic: Automated Monitoring on AWS with New Relic Synthetics,https://www.youtube.com/watch?v=FmhL2334GIY,10,11,"GlobalAccelerator,UserCompanyWebsite,EC2,SQS,ECS,UserCompanyDeveloper",other
"Ookla: Speedtest Intelligence Process 4,000 Reports per Second While Providing Near Real-time Insights",https://www.youtube.com/watch?v=kHPGZOpbnok,8,12,"RedShift,Firehose,Athena,UserConsumerWeb,S3,Lambda,Kinesis,RDS",data_ingestion
Nielsen: Processing 55TB of Data Per Day with AWS Lambda,https://www.youtube.com/watch?v=Jkx6kVbDpL4,13,17,"UserCompanyAnalyst,Lambda,EMR,SQS,S3,UserCompanyDataStream,RDS",data_ingestion
Cedrus: Migrating a Legacy Application to a Serverless Ecosystem,https://www.youtube.com/watch?v=iwDNnyiD26M,9,9,"ThirdParty,DynamoDB,Lambda,UserConsumerWeb,S3,AppSync,Cognito,SNS",interactive
from scratch: Resource Manager Controls Task Distribution with Multiple Amazon EMR Clusters,https://www.youtube.com/watch?v=nM-AkqNh7Yo,8,10,"EC2,EMR,SQS,S3,CloudWatch,RDS",data_ingestion
Equinix: Massive Data Ingest  Analytics with Serverless Cloud Application Architectures on AWS,https://www.youtube.com/watch?v=DxHO2TWVN8I,10,19,"DynamoDB,CloudFront,Firehose,UserCompanyAnalyst,Shield,UserConsumerWeb,ApiGateway,S3,Lambda,ECS",data_ingestion
United Airlines: How to Use AWS Backup to Protect Data from Ransomware Events,https://www.youtube.com/watch?v=bikXzsVihF4,7,10,"StepFunctions,ThirdParty,QuickSight,CloudTrail,IAM,CloudFormation,EventBridge",other
SHOPLINE: Building E-Commerce O2O platform on AWS (Cantonese),https://www.youtube.com/watch?v=mmM_JnYygZM,10,14,"ThirdParty,UserConsumerPOS,CloudWatch,UserConsumerWeb,ApiGateway,S3,UserCompanyDataStream,ECS",interactive
Mission: Gamified Platform Scaling with Amazon EKS,https://www.youtube.com/watch?v=xKaPAihW_gE,8,8,"VPC,ElastiCache,ALB,SQS,UserConsumerMobile,Aurora,EKS",compute_intensive
Infor: Ingest and Analyze Millions of Application Events Daily for Compliance Violations,https://www.youtube.com/watch?v=0gNMEyei-co,9,13,"Fargate,ThirdParty,EMR,SQS,Aurora,S3,EventBridge,UserCompanyDataStream,Kinesis",data_ingestion
Veritiv: Enable Insights to Forecast Sales Demand on AWS Data Lakes,https://www.youtube.com/watch?v=jg85DzUZ9Ac,10,11,"DynamoDB,RedShift,Lambda,DMS,SQS,VPN,S3,UserCompanyDataStream",data_ingestion
Intent: Analyzing Billions of Customer Events Per Day Using Serverless,https://www.youtube.com/watch?v=yVgxqT1vikk,10,16,"Firehose,Lambda,Athena,ApiGateway,S3,UserCompanyDataStream,Kinesis,ECS",data_ingestion
OnScale: Deploying HPCs for CAE Workloads on AWS,https://www.youtube.com/watch?v=bxvZBfbyhiA,9,12,"DynamoDB,EC2,UserConsumerDeveloper,CloudWatch,S3,Lambda,EKS,SNS",compute_intensive
Treasury Intelligence Solutions: Managing Data Growth & Scalability with a Secure Data Lake,https://www.youtube.com/watch?v=ec6j-MaOSUc,11,20,"StepFunctions,ThirdParty,Glue,UserCompanyAnalyst,DMS,ApiGateway,Aurora,S3,Lambda,LakeFormation,UserCompanyDeveloper",data_ingestion
"Zigbang: A Hybrid API of Serverless and ECS, Infra as a Code via CDK",https://www.youtube.com/watch?v=0F7KDLz-kIQ,13,28,"Fargate,ElastiCache,CloudFront,OpenSearch,UserConsumerWeb,ApiGateway,DocumentDB,Lambda,CloudWatch,RDS,Route53",interactive
Toyota Research Institute: On-Demand Self-Service Portal for Data Scientists to Process Data Sets,https://www.youtube.com/watch?v=XGVWdSnml6A,7,8,"UserConsumerEdge,UserConsumerAPI,ThirdParty,FSX,CloudFormation,ServiceCatalog,S3",compute_intensive
Carano Software Solutions: Accelerate Adoption of Microservices with Serverless,https://www.youtube.com/watch?v=k7h0jpLcWdE,8,8,"DynamoDB,UserConsumerWeb,ApiGateway,SQS,S3,Lambda,ECS,SNS",interactive
FINBOURNE: How Finbourne Assures Resiliency Through Chaos Engineering Events Every 17 min,https://www.youtube.com/watch?v=lkDq9g43djw,5,4,"EC2,NLB,Aurora,EKS,Route53",data_ingestion
The Wall Street Journal: Newsroom Enhances Real-Time Updates With AWS AppSync,https://www.youtube.com/watch?v=nt4lQx6tAI8,10,20,"DynamoDB,EC2,OpenSearch,Lambda,ELB,UserConsumerMobile,AppSync,Cognito,Route53",interactive
HMH: Lightweight PCI Compliance Infrastructure on AWS,https://www.youtube.com/watch?v=sSa4ikC8-Jc,11,24,"ThirdParty,CloudFront,AWSConfig,WAF,UserConsumerWeb,S3,SNS","control,interactive"
Tapestry: Machine Learning and Analytics for the Fashion Industry on AWS,https://www.youtube.com/watch?v=ErXwuwF2mRU,9,10,"EC2,Pinpoint,UserConsumerWeb,ApiGateway,S3,Cognito,Lambda,ECS,Amplify",data_ingestion
Taco Bell: Aurora as The Heart of the Menu Middleware and Data Integration Platform for Taco Bell,https://www.youtube.com/watch?v=hf9nMAG9XoU,8,11,"StepFunctions,ThirdParty,Lambda,ApiGateway,Aurora,UserCompanyDataStream,Amplify",control
Insider: How We Ingest Billions of Data Points Daily to Power our Real-Time Products,https://www.youtube.com/watch?v=rHLuQTO6eoo,10,14,"ThirdParty,DynamoDB,UserCompanyAnalyst,ELB,Athena,UserConsumerMobile,S3,EKS",data_ingestion
Ippon with Euler Hermes: Transforming a Monolithic Application of Data Analytics with Microservices,https://www.youtube.com/watch?v=fRv8sOUyhZw,10,13,"ThirdParty,DynamoDB,UserCompanyAPI,OpenSearch,DMS,EMR,S3,Lambda,Kinesis",data_ingestion
Salesflo: Transforming FieldForce Operations Using EventDriven Architecture,https://www.youtube.com/watch?v=qi017F1UwvM,17,24,"StepFunctions,Fargate,ElastiCache,Glue,Athena,UserConsumerWeb,ApiGateway,UserConsumerMobile,S3,Lambda,Kinesis,SNS,RDS,Route53","data_ingestion,interactive"
Coople: Serverless CQRS and Event Sourcing,https://www.youtube.com/watch?v=WtCfHP6rUAY,11,13,"DynamoDB,UserCompanyAPI,Lambda,SQS,S3,UserCompanyDataStream,SNS","control,interactive"
Healthdirect Australia: Using AWS to Connect People with Healthcare,https://www.youtube.com/watch?v=dy-drIboyNA,15,13,"UserConsumerAPI,DynamoDB,OpenSearch,EMR,Athena,ApiGateway,S3,Lambda,Kinesis","data_ingestion,interactive"
Sopra Banking Software: Secured & Industrial Microservices for a Digital Banking Engagement Platform,https://www.youtube.com/watch?v=GxjMSvwcgvw,8,13,"UserConsumerAPI,ElastiCache,UserCompanyAPI,EC2,ELB,RDS",interactive
MATTR: Building Digital Trust at Scale,https://www.youtube.com/watch?v=1xLjtJnfZes,8,6,"AutoScaling,UserConsumerAPI,ThirdParty,ELB,ShieldAdvanced,WAF,UserCompanyDataStream,EKS",interactive
"The New York Times: Giving Developers the Freedom to Deploy, While Governing Cloud Services at Scale",https://www.youtube.com/watch?v=jBffL9zUCSE,7,11,"ControlTower,TransitGateway,ECR,S3,EKS,RDS,UserCompanyDeveloper",control
Accenture: Large Scale Asset Inventory Tracking with AWS Fargate,https://www.youtube.com/watch?v=zr3Kib0i-OQ,7,6,"Fargate,OpenSearch,S3,Lambda,CloudWatch",data_ingestion
"Equifax: Achieving Cost Savings and Reliability with EKS, Graviton2, and Aurora Global",https://www.youtube.com/watch?v=cRxvZBIa-gI,5,4,"ThirdParty,ALB,UserConsumerMobile,Aurora,EKS",interactive
Orion Health: Digital Front Door  Intelligently ConnectingConsumersto their Healthcare,https://www.youtube.com/watch?v=vr00Jg_G6qs,11,14,"DynamoDB,UserConsumerWeb,ApiGateway,S3,Lambda,UserConsumerHospital,Kendra,UserCompanyInternalPlatform",data_ingestion
Ânima Educação: Digitizing Student Experience for Colleges in Brazil,https://www.youtube.com/watch?v=9yziTe6lBwk,10,16,"ElastiCache,RedShift,Glue,CloudFront,ELB,UserConsumerMobile,S3,EKS,RDS,Route53",interactive
ITTStar: AIpowered Search and Discovery of Luxury Goods for Retailers and Wholesalers,https://www.youtube.com/watch?v=Qi9soN5bpU4,8,10,"DynamoDB,Textract,ApiGateway,S3,Lambda,Cognito,Amplify,Rekognition",interactive
Alert Logic: Scaling Storage and Delivery of Petabytes of Search Data,https://www.youtube.com/watch?v=PoYiSKUy8sE,14,19,"StepFunctions,UserConsumerEdge,UserConsumerAPI,DynamoDB,SQS,S3,Lambda,Kinesis,ECS","data_ingestion,interactive"
HBO Max: Automating Remediation of AWS Resource Misconfigurations,https://www.youtube.com/watch?v=uOSpWdAyrZo,8,7,"ThirdParty,AWSConfig,CloudTrail,GuardDuty,Inspector,SecurityHub,EventBridge,Lambda",control
DBS Bank: Scalable Serverless Compute Grid on AWS,https://www.youtube.com/watch?v=T048vs9p1h4,12,23,"UserConsumerAPI,DynamoDB,OpenSearch,SQS,S3,EFS,Lambda,SNS",compute_intensive
GSR: A Crypto Market Maker and Ecosystem Partner,https://www.youtube.com/watch?v=U1P8vZTEB-k,12,14,"UserConsumerAPI,ElastiCache,ThirdParty,EC2,UserCompanyAnalyst,PrivateLink,Batch,Aurora,S3,EFS,DirectConnect,UserCompanyDeveloper","control,compute_intensive"
Alef Education: Building an Adaptive Learning System for K12 Students using AWS,https://www.youtube.com/watch?v=Dp3YAxFp-YM,10,14,"RedShift,ELB,CloudWatch,UserConsumerWeb,ECR,S3,SageMaker,EKS","data_ingestion,compute_intensive"
Fresenius Medical Care: Enabling Patient Care Solutions with Near Real-Time Data-Driven Insights,https://www.youtube.com/watch?v=wtl7CrSQnHA,12,14,"UserConsumerEdge,Glue,Firehose,OpenSearch,OnPremDC,UserConsumerWeb,S3,SageMaker,Lambda,Kinesis",data_ingestion
DAZN: Key Moments in Sport on Live Streaming Video,https://www.youtube.com/watch?v=dWCQw_KvlYQ,12,15,"StepFunctions,Fargate,ThirdParty,DynamoDB,ApiGateway,KinesisAnalytics,UserConsumerMobile,Lambda,ECS,SNS,Rekognition,UserConsumerTV",data_ingestion
3M: Parallel Serverless Workflows for Materials Science,https://www.youtube.com/watch?v=rPGLNw1cOGM,8,20,"DynamoDB,CloudFront,UserCompanyAnalyst,UserConsumerWeb,Aurora,Lambda",interactive
Roche: Enabling EnterpriseWide Analytics and ML with Automated Compliance,https://www.youtube.com/watch?v=oTtPNgcZ05I,10,11,"ThirdParty,RedShift,UserCompanyAnalyst,ServiceCatalog,CloudFormation,Athena,SageMaker,S3,LakeFormation,EKS",control
RSI: Affordably Modernizing Audio and Video Content Management Italian,https://www.youtube.com/watch?v=c6yBZBMwtLk,11,13,"ElementalLive,StepFunctions,DynamoDB,ApiGateway,MediaConvert,S3,MAM,UserCompanyElementalLiveDevice,MediaPackage","data_ingestion,compute_intensive"
Western Union: Using Service Catalog to Share Applications,https://www.youtube.com/watch?v=uBiaWJbTRsE,8,9,"CodeCommit,CodePipeline,ServiceCatalog,CloudFormation,Lambda,UserCompanyDeveloper",control
CrowdStrike: Analyzing Telemetry Streams to Protect Cloud Endpoints,https://www.youtube.com/watch?v=ooVtAAoSH2k,7,9,"EC2,CloudTrail,SQS,S3,SNS,UserCompanyDeveloper",data_ingestion
Taco Bell: Order Middleware - Enabling Delivery Orders at Massive Scale,https://www.youtube.com/watch?v=sezX7CSbXTg,7,8,"StepFunctions,ThirdParty,ApiGateway,UserConsumerMobile,EventBridge,Lambda",interactive
An Under the Hood Tune Up with AWS DeepRacer,https://www.youtube.com/watch?v=N2mktbl8EQk,6,9,"RoboMaker,UserConsumerWeb,S3,SageMaker,Kinesis,CloudWatch",compute_intensive
WEGoT aqua: Scaling IoT Platform for Water Management & Sustainability,https://www.youtube.com/watch?v=CE03UMddoYU,10,12,"UserConsumerEdge,ElastiCache,DynamoDB,EC2,SQS,ApiGateway,Aurora,Lambda",data_ingestion
Mueller Water Products: A Water Intelligent Platform,https://www.youtube.com/watch?v=2e3vOxsHekE,6,6,"UserConsumerEdge,UserCompanyAnalyst,ApiGateway,SageMaker,S3,ECS",data_ingestion
Innovaccer: Deriving Insights from Healthcare Data to Empower Care Teams,https://www.youtube.com/watch?v=M_hqigB9C4I,9,16,"ThirdParty,RedShift,Connect,EMR,UserConsumerWeb,Aurora,S3,UserCompanyDataStream","data_ingestion,compute_intensive"
Lyniate: Scaling Healthcare Data Exchange At Scale with Tenant Isolation,https://www.youtube.com/watch?v=9-6hQdFeolc,8,8,"EC2,NLB,EBS,ECR,UserCompanyCRM,EKS,UserCompanyDeveloper","control,interactive"
Intellect Design Arena: Insurance Risk Assessment with Intellect FABRIC Data Services,https://www.youtube.com/watch?v=AS2JeM2FUzE,9,12,"AmazonMQ,ElastiCache,EC2,ELB,VPCPeering,UserConsumerWeb,UserCompanyDataStream,RDS,MongoDBAtlas","data_ingestion,interactive"
Eyeota: Scalable ML Model Lifecycle Management for Advertising Audience Discovery,https://www.youtube.com/watch?v=sQsAGl7mSQs,12,24,"Glue,EC2,SageMaker,S3,CloudWatch,UserCompanyDeveloper",data_ingestion
"Avio Aero, a GE Aviation Business: Serverless Application to Manage Expense Purchase Approvals",https://www.youtube.com/watch?v=D77FSUkPJ3o,8,12,"ThirdParty,DynamoDB,ELB,UserConsumerWeb,S3,Lambda,ECS",interactive
ēdn: Reinventing Indoor Gardening with Interactive Workflows Using AWS IoT Core and Amazon Pinpoint,https://www.youtube.com/watch?v=bQqJpjv-FXs,6,5,"IoTCore,Lambda,Pinpoint,ApiGateway,UserConsumerMobile,UserCompanyDataStream",data_ingestion
Orangetheory Fitness: Using Chime SDK to Power Coach-led Virtual Workouts with OTlive,https://www.youtube.com/watch?v=Eoq7E6jMtBs,10,20,"DynamoDB,ApiGateway,UserConsumerMobile,Aurora,S3,Lambda,Kinesis,Cognito,Chime",interactive
SGX: Building & Securing a One Stop App for Retail Investors on AWS,https://www.youtube.com/watch?v=WYK-smWKywA,11,23,"ThirdParty,ElastiCache,EC2,CloudFront,ELB,WAF,LambdaAtEdge,ApiGateway,UserConsumerMobile,S3,Lambda",interactive
Tata Global Beverages: How a Global CPG Enterprise Built a Secure Foundation for SAP,https://www.youtube.com/watch?v=wzGYJ6BB0iY,10,12,"ThirdParty,UserConsumerAPI,UserCompanyAPI,Lambda,GuardDuty,ALB,UserConsumerMobile,UserCompanyDataStream",data_ingestion
Veolia: Serverless Solution for Cost Optimization on AWS (French),https://www.youtube.com/watch?v=YlGUMhls9ZA,14,18,"DynamoDB,EC2,ELB,IAM,EBS,S3,Lambda,CloudWatch,RDS",compute_intensive
"Rappi: Leveraging EKS, DocumentDB, RDS and ElastiCache to Quickly Scale Kubernetes Clusters",https://www.youtube.com/watch?v=i4ueYgjVDCw,10,8,"MSK,ElastiCache,EC2,CloudFront,WAF,ALB,UserConsumerMobile,EKS,RDS,UserCompanyDeveloper","control,interactive"
"FPL Technologies: Building On-Demand, Secure, and Scalable Serverless ML Workbenches",https://www.youtube.com/watch?v=gu54VVeDD10,8,9,"Glue,UserCompanyAnalyst,IAM,ECR,SageMaker,S3,Lambda,RDS","data_ingestion,compute_intensive"
DXC: Claims Automation Using Amazon Textract and Amazon Comprehend,https://www.youtube.com/watch?v=LD5ksgnu8r8,11,13,"UserConsumerAPI,DynamoDB,Lambda,Textract,Comprehend,UserConsumerWeb,ApiGateway,S3,UserCompanyDataStream,ECS",compute_intensive
Nike: A Social Graph at Scale with Amazon Neptune,https://www.youtube.com/watch?v=ZCj2wuKBBu4,9,9,"ThirdParty,EC2,ELB,Neptune,ApiGateway,UserConsumerMobile,Lambda,SNS",data_ingestion
Vitesco Technologies Cloud Foundation: A Scalable and Automated Cloud Landing Zone,https://www.youtube.com/watch?v=9-a9Y5THTYo,7,6,"StepFunctions,DynamoDB,ControlTower,UserConsumerWeb,ApiGateway,SES",control
AC3: Multi-stage Geospatial Data Lake with Step Functions (LIVE),https://www.youtube.com/watch?v=co4_t2gN1T8,9,16,"StepFunctions,ThirdParty,DynamoDB,ApiGateway,S3,Lambda,SNS,UserCompanyDeveloper",interactive
ShopFully International Group: Serverless Global Log Ingestion  Analytics System Italian,https://www.youtube.com/watch?v=vdujJAab1LM,9,10,"Glue,CloudFront,Firehose,LambdaAtEdge,Athena,KinesisAnalytics,UserConsumerMobile,S3,Lambda",data_ingestion
HDI Group: Automated Security and Compliance Issue Remediation Using Cloud Native Services,https://www.youtube.com/watch?v=XmIhHtPJWog,10,10,"AccessAnalyzer,Fargate,AWSConfig,UserCompanyAgent,GuardDuty,SecurityHub,EventBridge,Lambda,ServiceNow,UserCompanyDeveloper",interactive
Splunk: Data at Scale by Decoupling Compute and Storage LIVE,https://www.youtube.com/watch?v=5vR5aN_xdI0,9,10,"UserConsumerAPI,ThirdParty,EC2,Firehose,ELB,S3,Lambda",data_ingestion
HDFC Life: Event Driven DataLake and Recovery,https://www.youtube.com/watch?v=h0HE3bOEiMk,7,9,"ThirdParty,DynamoDB,Lambda,DMS,Athena,S3,DirectConnect",control
MindTouch: Modernizing Legacy C Applications to  NET Core on AWS Lambda,https://www.youtube.com/watch?v=mxKhbU_ToMs,9,13,"ThirdParty,EC2,SQS,UserConsumerWeb,Lambda,SNS,UserCompanyDeveloper",compute_intensive
Simplex: Building a Scalable Serverless Cryptocurrency Platform,https://www.youtube.com/watch?v=U8xlmurP-6o,10,10,"ThirdParty,DynamoDB,EC2,EBS,ApiGateway,CloudHSM,Lambda,SNS",interactive
Zulily: A Compelling Suggestive Search Experience Using Amazon DocumentDB with MongoDB Compatibility,https://www.youtube.com/watch?v=Ccutfm_Srzw,11,14,"ThirdParty,ElastiCache,KinesisDataStream,UserConsumerMobile,DocumentDB,Lambda,Kinesis",interactive
TCS: GeoSpatial Data Analysis Using TCS Digital Platform for NextGen Agriculture DNA,https://www.youtube.com/watch?v=Dxq_U1TNx1s,11,17,"EC2,CloudFront,Lambda,UserConsumerMobile,Aurora,UserConsumerSatellite,S3,SageMaker,EKS","data_ingestion,compute_intensive"
globaldatanet: Using AI to Build a Multi-Tenant SaaS Construction Site Monitoring Solution,https://www.youtube.com/watch?v=aY-wF9g0qkM,10,14,"UserConsumerEdge,ThirdParty,UserConsumerWeb,TransferFamily,S3,Lambda,Rekognition",interactive
VietJet: Proactively Defending Your Systems from Bad Bots,https://www.youtube.com/watch?v=KQ6Fg206O9U,10,14,"EC2,CloudFront,Firehose,QuickSight,WAF,LambdaAtEdge,Athena,UserConsumerWeb,S3,Lambda",data_ingestion
Zoho Site24x7: Building Scalable Realtime User Monitoring Systems on AWS,https://www.youtube.com/watch?v=TTlyNWh0gjM,11,15,"ThirdParty,UserConsumerAPI,EC2,ALB,SQS,UserConsumerWeb,Route53",control
Cognizant: Beyond Prediction with a Unique Evolutionary AI Platform,https://www.youtube.com/watch?v=RCWl0rf8lpE,7,10,"EC2,SQS,ECR,S3",compute_intensive
Noventiq: Harnessing Search and Analytics with Event-Driven Architecture on Amazon OpenSearch,https://www.youtube.com/watch?v=JYeXbUdFOdw,8,14,"ThirdParty,OpenSearch,UserConsumerWeb,SES,S3,Lambda,RDS","data_ingestion,interactive"
Dome9: CloudBots Make Compliance Easy,https://www.youtube.com/watch?v=ZA_0RMeeWpY,5,8,"Lambda,ThirdParty,SNS,GuardDuty",compute_intensive
Thales: Automate Security Threat Detection and Remediation with AWS Security Services French,https://www.youtube.com/watch?v=YrEc8oMIxDs,10,14,"StepFunctions,ThirdParty,GuardDuty,Inspector,SecurityHub,CloudWatch",data_ingestion
Instructure: Elevating Digital Education to the Next-Level Event Driven CI/CD Deployments Globally,https://www.youtube.com/watch?v=fppIOuRMI2g,7,7,"CloudFormation,SQS,S3,Lambda,EKS,SNS,UserCompanyDeveloper",control
Traeger Provisions: Personalizing Customer Support Experiences on AWS,https://www.youtube.com/watch?v=hlVnmCfydIs,11,13,"Lex,ThirdParty,DynamoDB,Firehose,Pinpoint,Connect,UserConsumerMobile,S3,EventBridge,Lambda","data_ingestion,interactive"
Tandem Bank: Processing Transaction Data using AWS Lambda with NLP,https://www.youtube.com/watch?v=jV8DwutbXbg,7,11,"Lambda,Kinesis,SQS,RDS",data_ingestion
Samsung Health: Scaling Mobile Application Development with Amazon EKS,https://www.youtube.com/watch?v=S-JSSZZaa94,8,11,"ThirdParty,NLB,CloudWatch,ApiGateway,UserConsumerMobile,EKS,XRay",interactive
Kaleido: Blockchain Cloud at AWS Speed,https://www.youtube.com/watch?v=lecbHMBD8KQ,12,8,"ThirdParty,PrivateLink,KMS,SQS,S3,Lambda,CloudWatch",other
Shin Software: How to Implement a Platform for the Creation of Interactive 3D Applications (Italian),https://www.youtube.com/watch?v=pCZ0bxgBL5c,8,15,"UserConsumerWeb,ApiGateway,S3,Lambda,RDS",interactive
Buzzvil: Segment Processing and Provision for Ad Recommendation Korean,https://www.youtube.com/watch?v=hFx0EF9KEZU,15,23,"ThirdParty,DynamoDB,Firehose,UserConsumerWebMobile,Athena,S3,Lambda,EKS,RDS","data_ingestion,interactive,compute_intensive"
ThingCo: Billions of Data Points Per Day with a NextGeneration Serverless Telematics Platform,https://www.youtube.com/watch?v=StSuG6-iKW4,10,7,"IoTCore,UserConsumerEdge,StepFunctions,DynamoDB,Lex,UserCompanyAgent,Connect,Lambda,Rekognition",interactive
tixCraft: Handling Millions of Ticketing Requests with AWS,https://www.youtube.com/watch?v=Bi-1xjXvKgs,5,6,"UserConsumerWeb,ELB,DynamoDB,EC2",interactive
Halter:Building the Future of Farming with IoT Enabled Livestock and Pasture Management,https://www.youtube.com/watch?v=j-lPgPGBTwQ,11,16,"IoTCore,Fargate,ThirdParty,EC2,UserConsumerFarmer,KinesisDataStream,Athena,KinesisAnalytics,S3,Lambda",data_ingestion
Riot Games: A new data ingest pipeline for league of legends using MSK,https://www.youtube.com/watch?v=iwZLadQ3XpY,7,7,"MSK,ThirdParty,Glue,OnPremDC,UserConsumerMobile,S3,EKS",data_ingestion
Discover Financial Services: Enabling a PCI Compliant Data Science Platform,https://www.youtube.com/watch?v=aQFztbu0BG0,8,8,"ThirdParty,EC2,PrivateLink,TransferFamily,S3,SNS",data_ingestion
Mahindra Electric: Building a Connected Electric Vehicle Platform on AWS,https://www.youtube.com/watch?v=wbh51O3QrE4,10,10,"UserConsumerEdge,Glue,EC2,ALB,Athena,UserConsumerMobile,S3,Lambda,Kinesis,SNS",data_ingestion
LG Electronics  ThinQ: Data Lake Storage for Connected Devices,https://www.youtube.com/watch?v=oEmuI32GYww,10,5,"IoTCore,UserConsumerEdge,ThirdParty,DynamoDB,EC2,Firehose,S3,Lambda,RDS",data_ingestion
eCloudvalley: Build Up An EnterpriseLevel IoT Platform In One Minute Mandarin,https://www.youtube.com/watch?v=l0hlxVNmJPI,14,4,"IoTCore,UserConsumerEdge,AutoScaling,DynamoDB,EC2,IAM,UserConsumerMobile,S3,Lambda,Cognito,SNS,RDS",data_ingestion
TownSq: Providing Performance Insights to Community Managers,https://www.youtube.com/watch?v=E8BGpIxzYc4,10,11,"Glue,CloudFront,Firehose,QuickSight,BeanStalk,Athena,Aurora,S3,UserCompanyDataStream",data_ingestion
Neumora Therapeutics: Advanced MRI Precision Medicine and Brain Data Analysis Visualization at Scale,https://www.youtube.com/watch?v=EiljRL0977M,7,13,"FSX,ThirdParty,EC2,OpenSearch,Batch,EventBridge,Lambda",compute_intensive
Vanguard: A Modern Network TAP Solution for The Cloud,https://www.youtube.com/watch?v=EW4X5z7m-0U,9,11,"ThirdParty,DynamoDB,EC2,CloudFront,ELB,PrivateLink,UserConsumerWeb,Lambda,Kinesis",data_ingestion
ecofit: Responsive Lambda-based Microservices at Scale (LIVE),https://www.youtube.com/watch?v=DnTQ3matqts,14,14,"IoTCore,UserConsumerEdge,Timestream,SQS,ApiGateway,UserConsumerMobile,Greengrass,Lambda,Cognito","data_ingestion,interactive"
Macquarie Bank: Securing Payment Websites at the Edge Serverless-ly (LIVE),https://www.youtube.com/watch?v=sKksbPPDznM,6,8,"CloudFront,ShieldAdvanced,WAF,LambdaAtEdge,UserConsumerMobile,S3",interactive
Singtel: Next-Generation Mobile Financial Services Platform on AWS and Amazon Aurora PostgreSQL,https://www.youtube.com/watch?v=LYP98nPBj2A,5,8,"UserConsumerMobile,Aurora,EC2,ALB",interactive
Ztore: Building a Recommendation System on AWS (Cantonese),https://www.youtube.com/watch?v=CDCLwX2fo2g,8,14,"DynamoDB,EC2,CloudWatch,ALB,UserConsumerMobile,S3,ECS","compute_intensive,interactive"
"Publicis Sapient: A Secure, Scalable & Self-provisioning Process to Create 20,000 accounts with AWS",https://www.youtube.com/watch?v=Fd2c7NDYfpo,8,12,"ThirdParty,Organizations,CloudFormation,SQS,ApiGateway,Lambda,UserCompanyDeveloper",control
The Orchard: How the 'Kafka Data Highway' Boosts Developer Productivity & Enables Business Processes,https://www.youtube.com/watch?v=ItpY_KKR94k,8,7,"Fargate,MSK,EC2,OpenSearch,UserCompanyCRM,S3,Lambda",data_ingestion
MX Player: Achieving Massive Scalability Using Amazon EKS with Spot Instances,https://www.youtube.com/watch?v=NfUwtK8ALtw,9,16,"ThirdParty,ElastiCache,EC2,CloudFront,SQS,UserConsumerWeb,S3",compute_intensive
Spyne.AI: High-Quality Product Visuals at Scale with AI on AWS,https://www.youtube.com/watch?v=0wnNlOg42dc,8,12,"EC2,ALB,SQS,ApiGateway,S3,SageMaker,Lambda,ECS",compute_intensive
Hi Res Cam: High Performance Object Detection with AWS Lambda Rekognition  TensorFlow German,https://www.youtube.com/watch?v=chQ1phTqvnY,10,24,"StepFunctions,AmazonML,DynamoDB,S3,Lambda,SNS,RDS,Rekognition","data_ingestion,compute_intensive"
Cyxtera: How to Enable Secure Zero Trust Access to AWS Resources  Hybrid Architectures,https://www.youtube.com/watch?v=aOZ4H98XROc,8,9,"VPC,UserConsumerEdge,ThirdParty,AutoScaling,EC2,IAM,ApiGateway,Route53",data_ingestion
